Response_ID,Area,Nivel_educ_en_3,Q2,Q3,Q4,Q5,Q6,Q6_O,Q10,Q12,Q13,Q14,Q15,Q17,Q18,Q18_O,Q19R1,Q19R2,Q19R3,Q20,Q20_O,Q21,Q22,Q23,Q23D,Q24,Q24_O,Q25,Q26,Q27,Q27_O,Q28,Q29,Q30,Q31R1,Q31R2,Q31R3,Q31R4,Q31R5,Q31R6,Q31R7,Q32,Q33,Q34,Q35,Q36,Q37,Q38R1,Q38R2,Q38R3,Q38R4,Q39R1,Q39R2,Q39R3,Q39R4,Q41R1,Q41R2,Q41R3,Q41R4,Q41R5,Q41R6,Q41R7,Q42,Q42_O,Q43,Q44R1,Q44R2,Q44R3,Q45,Q46,Q47,Q48,Q48_O,Q49,Q49_O,Q50,Q51,Q52,Q54,Q55,Q56A1,Q56A2,Q56A3,Q56A4,Q56A5,Q56_O,Q57,Q58,Q59,Q61,Q62,Q63,Q64,Q65,Q65_O,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q76,Q77R1,Q77R2,Q77R3,Q78R1,Q78R2,Q78R3,Q78R4,Q80
148231285,3,2,33,2,1,4,2,Rosario,6,1,-1,1,2,1,2,-1,1,1,1,2,-1,-1,2,1,-1,2,-1,1,1,2,-1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,-1,1,3,2,2,3,1,1,2,1,1,1,1,2,2,1,2,,1,2,1,1,1,1,2,-1,-1,-1,-1,-1,-1,2,1,1,-1,1,-1,-1,-1,-1,4,1,3,3,2,-1,-1,-1,-1,-1,-1,5,1,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,1
148235563,2,2,15,2,2,1,1,-1,6,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,4,5,-1,2,-1,2,2,2,-1,2,1,1,1,2,1,1,2,2,2,1,1,1,3,1,3,2,2,3,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,1,2,2,2,1,2,3,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1,2,3,3,2,-1,-1,-1,-1,-1,-1,3,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148251492,2,2,42,2,2,7,1,-1,5,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,2,8,[Ministerio]MTOP,2,-1,2,1,2,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,2,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,2,1,1,-1,1,-1,-1,-1,-1,3,4,4,1,1,1,3,1,-1,1,1,2,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148254279,2,2,9,1,1,5,1,-1,4,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,3,1,-1,2,-1,1,1,2,-1,1,1,1,1,2,2,2,2,1,2,2,-1,2,-1,2,-1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,4,MIRO EL CELULAR DE LA NOVIA Y ELLA TENIA TODAS SUS CUENTAS,2,2,3,2,2,1,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,1,-1,-1,-1,-1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148254973,3,2,31,2,2,9,2,-1,6,1,-1,1,2,1,4,-1,1,2,1,2,-1,-1,1,7,-1,2,-1,3,2,1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,2,2,2,2,2,2,-1,-1,1,2,3,2,2,1,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,2,3,3,1,1,2,-1,-1,-1,-1,-1,2,1,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,1
148279652,2,2,21,2,2,1,1,-1,6,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,1,5,-1,2,-1,1,1,2,-1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,-1,-1,1,2,2,1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1,3,4,1,1,1,1,1,-1,1,1,1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148295894,2,1,34,2,2,7,1,-1,3,1,-1,1,2,1,4,-1,1,1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,2,1,-1,1,2,1,2,2,2,1,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,1,1,2,1,2,1,3,-1,-1,-1,-1,-1,-1,1,1,2,-1,1,-1,-1,-1,-1,1,1,1,1,2,2,-1,-1,-1,-1,-1,2,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
148339774,2,2,11,1,2,15,1,-1,4,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,2,1,-1,2,-1,2,2,2,-1,2,2,-1,2,2,2,1,2,2,2,1,2,1,5,2,-1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,-1,-1,1,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,3,1,2,-1,1,-1,-1,-1,-1,1,2,3,3,2,-1,-1,-1,-1,-1,-1,2,3,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148347496,2,1,41,2,2,15,1,-1,3,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,2,2,-1,2,-1,2,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,1,2,2,4,-1,-1,-1,-1,-1,-1,1,1,2,-1,1,-1,-1,-1,-1,4,2,2,3,3,-1,-1,-1,-1,-1,-1,2,3,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148357172,1,1,14,2,2,10,-1,-1,2,1,-1,1,2,1,2,-1,1,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,2,2,1,1,-1,1,1,1,2,2,2,1,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,1,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,1,1,2,-1,1,-1,-1,-1,-1,3,2,3,3,2,-1,-1,-1,-1,-1,-1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148362646,3,1,13,1,2,8,2,villa del rosario,3,1,-1,1,2,1,4,-1,1,1,1,2,-1,-1,2,1,-1,2,-1,2,1,2,-1,2,1,1,2,2,2,1,2,2,2,1,2,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2,2,1,-1,-1,1,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,4,2,2,-1,-1,-1,-1,-1,-1,-1,2,4,1,2,2,-1,-1,-1,-1,-1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148426237,1,1,34,2,2,3,3,-1,2,1,-1,1,2,1,2,-1,1,1,1,2,-1,-1,2,2,-1,3,-1,3,2,2,-1,2,1,1,2,1,2,1,1,1,2,1,1,2,-1,2,-1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,,1,1,3,1,2,1,3,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,-1,-1,-1,-1,-1,3,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2
148448938,2,1,29,2,2,11,1,-1,3,1,-1,1,2,1,4,-1,1,1,1,2,-1,-1,1,5,-1,3,-1,3,3,2,-1,2,1,3,2,2,2,2,2,2,2,2,-1,1,2,1,4,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,1,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,1,3,2,-1,-1,-1,-1,-1,-1,3,1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1
148508338,1,1,36,2,1,10,-1,-1,3,1,-1,1,2,1,4,-1,1,2,1,2,-1,-1,2,2,-1,5,mail,2,1,1,-1,2,2,-1,1,2,2,1,2,2,2,2,-1,1,2,1,2,1,1,1,3,2,2,2,2,2,2,3,2,2,2,2,-1,-1,1,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148608584,1,1,17,2,2,10,-1,-1,3,1,-1,1,2,1,2,-1,1,1,1,2,-1,-1,2,1,-1,2,-1,1,2,1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,4,3,1,1,1,1,1,-1,1,1,2,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148618264,1,1,24,2,2,10,-1,-1,3,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,2,9,[Otro]CREDENCIAL CIVICA,2,-1,2,1,2,-1,2,2,-1,1,1,2,1,2,2,1,1,2,1,2,2,-1,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2,2,1,-1,-1,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,1,1,2,-1,-1,-1,-1,-1,2,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148626154,1,1,20,2,2,3,3,-1,3,1,-1,1,2,1,2,-1,1,2,1,2,-1,-1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,-1,-1,1,2,1,1,1,1,3,-1,-1,-1,-1,-1,-1,4,1,1,-1,1,-1,-1,-1,-1,2,3,3,3,2,-1,-1,-1,-1,-1,-1,2,3,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148665214,1,1,43,2,1,10,-1,-1,2,2,1,1,2,1,2,-1,1,2,1,2,-1,-1,1,1,-1,2,-1,1,1,1,-1,2,2,-1,2,2,1,1,2,2,2,1,2,2,-1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,5,2,2,2,-1,-1,-1,-1,-1,-1,5,2,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148675114,1,1,2,1,2,10,-1,-1,3,1,-1,1,2,1,1,-1,1,1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,1,1,-1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,-1,-1,1,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,1,3,2,1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1
147775837,2,1,47,3,2,3,1,-1,2,1,-1,2,2,1,4,-1,1,2,2,2,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,2,2,1,-1,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,-1,-1,2,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,3,3,3,2,1,-1,-1,-1,-1,-1,-1,2,1,1,1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,1
147969812,3,2,19,2,1,3,2,-1,4,1,-1,2,2,1,4,-1,1,2,2,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,2,2,2,2,2,2,1,-1,2,-1,2,-1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,1,-1,-1,-1,-1,2,1,1,2,2,-1,-1,-1,-1,-1,5,3,1,2,2,2,1,2,1,2,3,3,3,3,1
148090760,1,3,32,2,2,10,-1,-1,8,1,-1,1,1,1,1,-1,1,1,1,1,-1,TUVO QUE HACER UN TRAMITE ESPECIFICO PARA UN BANCO Y EXIGIA QUE FUERA PRESENCIAL,1,9,[Otro]BROU,2,-1,2,1,1,-1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,-1,-1,-1,-1,2,2,2,2,2,2,1,-1,-1,2,1,1,1,2,1,3,2,-1,1,-1,1,3,2,1,1,1,-1,-1,-1,-1,-1,-1,3,3,2,1,-1,-1,-1,-1,-1,-1,2,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
147624721,3,2,55,3,1,18,2,Caraguatá,4,1,-1,1,2,1,2,-1,1,2,1,1,-1,Todavía no habían habilitado el software para hacer pagos online,1,1,-1,2,-1,1,1,1,-1,1,1,3,1,1,2,1,1,1,1,2,-1,1,2,2,-1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,2,3,1,2,2,3,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,4,4,3,1,-1,-1,-1,-1,-1,-1,2,1,2,2,1,2,1,1,1,1,4,4,4,4,1
147621959,3,2,24,2,2,7,2,San Gabriel,4,1,-1,1,2,1,2,-1,1,2,1,1,-1,Tiene que ir personalmente a comprar guías para animales,1,9,[Otro]Corte Electoral,2,-1,2,1,1,-1,2,1,1,1,2,2,1,2,1,2,1,2,2,-1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,-1,-1,1,1,3,1,2,1,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,3,3,3,2,-1,-1,-1,-1,-1,-1,2,3,1,2,2,2,1,1,2,1,-1,-1,-1,-1,1
148557920,1,1,48,3,1,10,-1,-1,2,1,-1,2,2,1,4,-1,1,2,2,1,-1,tiene q ser presencial,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,2,2,2,-1,2,-1,2,-1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,4,4,1,2,2,-1,-1,-1,-1,-1,4,1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1
147863414,2,3,60,3,2,16,1,-1,8,1,-1,1,1,1,2,-1,1,2,1,1,-1,"TENIA UNA DUDA SOBRE LA LIBRETA DE CONDUCIR Y PREFIRIO IR, PASA TODOS LOS DIAS POR LA PUERTA",2,7,-1,2,-1,2,1,2,-1,2,2,-1,1,2,2,1,2,2,2,1,2,1,4,2,-1,1,2,2,2,1,2,2,3,1,2,2,2,2,2,2,-1,-1,2,2,2,2,1,2,3,1,-1,-1,-1,1,2,2,1,2,1,-1,-1,-1,-1,-1,-1,4,3,1,3,2,-1,-1,-1,-1,-1,5,3,1,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,1
148123948,2,3,54,3,1,14,1,-1,7,1,-1,1,1,1,2,-1,1,1,1,1,-1,tenia que ser presencial,1,9,[Otro]BROU,3,-1,1,1,1,-1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,1,2,2,1,-1,-1,-1,2,3,2,1,1,-1,1,-1,-1,-1,-1,1,4,4,1,2,2,-1,-1,-1,-1,-1,2,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1
148628000,1,1,33,2,2,10,-1,-1,3,1,-1,1,1,1,2,-1,1,1,1,1,-1,"TENIA QUE RENOVAR LA LIBRETA DE CONDUCIR Y NO PODIA HACERLO POR INTERNET, REQUERIA IR A LA OFICINA",2,1,-1,1,-1,1,2,1,-1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,3,2,2,1,2,2,2,2,1,2,2,2,2,1,,1,2,1,1,1,1,1,1,-1,-1,-1,1,2,2,1,1,-1,1,-1,-1,-1,-1,2,3,3,2,1,-1,-1,-1,-1,-1,-1,2,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
147993089,1,2,14,2,2,10,-1,-1,6,1,-1,1,1,1,1,-1,1,1,1,1,-1,TENIA QUE RENOVAR EL CONTRATO CON ANTEL Y LEVANTAR EL NUEVO EQUIPO EN FORMA PRESENCIAL,3,3,-1,2,-1,2,1,1,-1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,2,-1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,2,2,2,2,1,3,2,-1,1,-1,2,4,3,1,1,1,1,-1,-1,-1,-1,1,3,3,2,3,-1,-1,-1,-1,-1,-1,5,2,2,1,-1,5,1,1,2,2,-1,-1,-1,-1,1
147863805,3,2,36,2,2,9,1,-1,4,1,-1,1,2,1,4,-1,1,2,1,1,-1,TENÍA QUE PRESENTAR LOS PAPELES EN BPS,2,2,-1,2,-1,1,1,2,-1,2,2,-1,2,2,2,2,2,2,2,1,2,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,1,2,2,2,2,2,2,-1,-1,1,2,2,2,2,1,3,-1,-1,-1,-1,-1,-1,4,2,2,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1,5,3,1,2,2,5,1,1,2,2,-1,-1,-1,-1,1
147627402,1,2,32,2,2,3,3,-1,4,1,-1,1,1,1,2,-1,1,1,1,1,-1,Tenía que llevar documentación y quería sacarse algunas dudas también,2,6,-1,2,-1,3,3,2,-1,2,1,3,2,2,2,1,1,1,2,1,2,1,3,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,2,2,1,1,1,3,1,-1,-1,-1,1,3,2,1,1,1,1,-1,-1,-1,-1,1,1,2,1,2,2,-1,-1,-1,-1,-1,4,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1
148112541,2,2,43,2,1,7,1,-1,6,1,-1,1,1,1,2,-1,1,1,1,1,-1,"TENÍA QUE LLEVAR DOCUMENTACIÓN Y CORROBORAR ALGUNAS COSAS, ERA POR HISTORIA LABORAL",2,10,-1,2,-1,2,1,1,-1,2,3,-1,2,2,2,2,2,1,1,1,2,1,2,3,-1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,1,2,3,2,-1,2,-1,1,5,1,1,1,1,1,-1,-1,-1,-1,1,3,3,3,3,-1,-1,-1,-1,-1,-1,2,3,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148279084,1,2,21,2,2,10,-1,-1,4,1,-1,1,1,1,2,-1,1,2,1,1,-1,tenia que ir a firmar y llevar documentación,2,2,-1,2,-1,1,1,1,-1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,1,2,2,2,2,1,3,2,-1,1,-1,1,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,5,3,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148410504,3,1,43,2,1,13,2,CORRALES,3,2,2,-1,-1,2,4,-1,1,1,2,1,-1,TENÍA QUE HACERLO EN LA OFICINA,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
147721508,1,2,29,2,2,3,3,-1,5,1,-1,1,1,1,2,-1,1,1,1,1,-1,tenía que hacer papeles de documentación y le pedían que fuera personalmente,2,8,[Ministerio]Ministerio del Interior,2,-1,3,1,1,-1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,1,1,2,2,2,1,2,2,-1,1,-1,1,4,3,1,1,1,1,1,-1,-1,-1,2,4,4,1,2,2,-1,-1,-1,-1,-1,2,1,1,1,-1,2,1,1,1,1,2,3,3,3,1
148397411,2,1,26,2,2,14,1,-1,1,1,-1,2,2,1,1,-1,1,1,1,1,-1,tenia que firmar documentación,2,5,-1,1,-1,1,1,2,-1,2,1,1,1,2,1,1,1,2,1,1,2,2,-1,1,4,1,3,2,2,2,1,1,2,1,2,1,2,2,2,1,1,,1,2,3,2,1,1,3,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,1,3,2,1,-1,-1,-1,-1,-1,-1,2,1,3,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
147624042,2,3,31,2,2,15,1,-1,8,1,-1,1,1,1,2,-1,1,1,1,1,-1,tenía que concurrir si o si a una sucursal de una entidad pública y ya que tenía que ir decidí hacer todo presencial,1,3,-1,1,-1,2,1,2,-1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,2,-1,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,1,1,1,2,1,-1,-1,-1,3,4,3,1,1,-1,1,-1,-1,-1,-1,3,3,3,1,2,2,-1,-1,-1,-1,-1,4,1,1,1,-1,5,1,1,2,2,-1,-1,-1,-1,1
147630721,3,3,17,2,1,9,1,-1,7,1,-1,1,2,1,2,-1,1,2,1,1,-1,"TENIA LA INFORMACION COMPLETA PARA HACERLO PRESENCIAL, NO SE PODÍA HACER WEB",2,1,-1,2,-1,1,2,2,-1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,3,3,3,2,-1,-1,-1,-1,-1,-1,2,3,2,2,2,2,1,1,2,2,-1,-1,-1,-1,1
147688207,1,3,40,2,1,10,-1,-1,8,1,-1,1,1,1,2,-1,1,1,1,1,-1,Sólo se podía hacer presencial era la firma de una escritura,1,9,[Otro]BHU,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,-1,-1,1,2,2,2,2,2,1,1,-1,-1,-1,2,6,3,1,1,1,1,-1,-1,-1,-1,1,4,4,1,1,2,-1,-1,-1,-1,-1,2,1,1,1,-1,2,1,1,1,1,4,4,4,4,1
148037973,1,3,51,3,2,10,-1,-1,8,1,-1,1,1,1,4,-1,1,1,2,1,-1,SE SIENTE MAS SEGURA HABLANDO CON LOS FUNCIONARIOS QUE MANEJARSE POR INTERNET,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,2,1,-1,2,-1,2,-1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,3,1,-1,-1,-1,3,5,4,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,3,2,-1,-1,-1,-1,-1,-1,5,1,2,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,1
147961695,2,2,20,2,2,12,1,-1,4,1,-1,1,1,1,4,-1,1,1,1,1,-1,Se siente más cómoda haciéndolo presencial,1,8,[Ministerio]Ministerio de Interior migración,2,-1,3,1,2,-1,2,1,1,1,1,1,1,1,2,2,2,-1,2,-1,2,-1,2,2,1,1,-1,-1,-1,-1,2,2,2,2,1,2,2,-1,-1,2,2,2,1,2,1,2,1,-1,-1,-1,1,4,1,1,1,1,-1,-1,-1,-1,-1,-1,3,3,3,2,-1,-1,-1,-1,-1,-1,2,1,1,2,1,3,1,1,2,1,-1,-1,-1,-1,1
148674142,1,1,45,3,2,10,-1,-1,3,1,-1,1,1,1,2,-1,1,2,1,1,-1,se le complica porque demora mucho la respuesta y demora mucho el wifi porque no tiene fibra óptica,2,2,-1,2,-1,3,2,1,-1,2,1,2,1,1,2,2,2,1,1,2,-1,1,1,2,-1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,2,2,3,2,1,1,3,1,-1,-1,-1,1,3,1,2,1,-1,1,-1,-1,-1,-1,1,3,3,3,1,-1,-1,-1,-1,-1,-1,3,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,1
147855190,3,2,40,2,1,9,2,-1,6,1,-1,1,1,1,2,-1,1,1,1,1,-1,se hizo una entrevista personal por el tema de los cincuentones,2,9,[Otro]BROU,2,-1,2,1,1,-1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,-1,-1,1,1,1,1,1,1,2,2,-1,1,-1,3,6,2,1,1,1,1,-1,-1,-1,-1,2,3,3,1,1,2,-1,-1,-1,-1,-1,2,1,1,3,-1,2,1,1,1,1,3,3,3,3,1
148665894,1,1,34,2,1,10,-1,-1,3,1,-1,1,2,1,2,-1,1,2,1,1,-1,Se anoto por la web para realizar el tramite de forma presencial,2,1,-1,2,-1,2,1,2,-1,2,1,1,1,2,2,2,2,2,2,1,2,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2,2,1,-1,-1,2,2,2,1,2,2,3,-1,-1,-1,-1,-1,-1,1,2,1,-1,1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,5,2,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,2
148119688,2,1,49,3,2,17,1,-1,2,1,-1,1,1,1,2,-1,1,2,2,1,-1,requeria retirar documentación,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,2,1,-1,1,3,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,1,2,1,3,2,-1,1,-1,1,6,1,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
147632261,3,3,25,2,1,9,1,-1,8,1,-1,1,1,1,2,-1,1,2,1,1,-1,REQUERÍA PRESENTAR DOCUMENTACIÓN Y UN SUBSIDIO,1,8,[Ministerio]MEC,2,-1,3,1,1,-1,2,1,2,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,1,3,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,4,3,3,2,-1,-1,-1,-1,-1,-1,4,3,1,1,-1,2,1,1,2,1,-1,-1,-1,-1,1
148030297,2,3,51,3,1,4,1,-1,8,1,-1,1,1,1,4,-1,1,1,1,1,-1,REQUERIA LA PRESENCIALIDAD EN LA OFICINA,2,3,-1,5,CORREO ELECTRONICO,2,2,1,-1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,-1,-1,2,1,1,1,1,1,2,1,-1,-1,-1,1,4,1,1,1,1,1,-1,-1,-1,-1,1,4,4,1,1,1,2,1,-1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,1
